"GEO_ID","NAME","B01003_001E","B01003_001M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total",
"1400000US36061002201","Census Tract 22.01; New York County; New York","6437","825",
"1400000US36061002202","Census Tract 22.02; New York County; New York","2407","542",
"1400000US36061002400","Census Tract 24; New York County; New York","4019","617",
"1400000US36061002500","Census Tract 25; New York County; New York","5070","951",
"1400000US36061002601","Census Tract 26.01; New York County; New York","4329","749",
"1400000US36061002602","Census Tract 26.02; New York County; New York","3431","573",
"1400000US36061002700","Census Tract 27; New York County; New York","1191","354",
"1400000US36061002800","Census Tract 28; New York County; New York","6234","934",
"1400000US36061002901","Census Tract 29.01; New York County; New York","789","96",
"1400000US36061002902","Census Tract 29.02; New York County; New York","3832","796",
"1400000US36061003001","Census Tract 30.01; New York County; New York","4073","623",
"1400000US36061003002","Census Tract 30.02; New York County; New York","2964","348",
"1400000US36061003100","Census Tract 31; New York County; New York","2770","327",
"1400000US36061003200","Census Tract 32; New York County; New York","7740","1335",
"1400000US36061003300","Census Tract 33; New York County; New York","5574","740",
"1400000US36061003400","Census Tract 34; New York County; New York","6474","956",
"1400000US36061003601","Census Tract 36.01; New York County; New York","2935","379",
"1400000US36061003602","Census Tract 36.02; New York County; New York","3461","564",
"1400000US36061003700","Census Tract 37; New York County; New York","3528","630",
"1400000US36061003800","Census Tract 38; New York County; New York","7393","1070",
"1400000US36061003900","Census Tract 39; New York County; New York","6180","1134",
"1400000US36061004001","Census Tract 40.01; New York County; New York","3615","615",
"1400000US36061004002","Census Tract 40.02; New York County; New York","6250","1745",
"1400000US36061004100","Census Tract 41; New York County; New York","6815","1544",
"1400000US36061004200","Census Tract 42; New York County; New York","5302","407",
"1400000US36061004300","Census Tract 43; New York County; New York","3590","520",
"1400000US36061004400","Census Tract 44; New York County; New York","16684","2012",
"1400000US36061004500","Census Tract 45; New York County; New York","1047","224",
"1400000US36061004700","Census Tract 47; New York County; New York","2619","451",
"1400000US36061004800","Census Tract 48; New York County; New York","6660","745",
"1400000US36061004900","Census Tract 49; New York County; New York","4568","813",
"1400000US36061005000","Census Tract 50; New York County; New York","4780","800",
"1400000US36061005200","Census Tract 52; New York County; New York","3349","346",
"1400000US36061005400","Census Tract 54; New York County; New York","4721","538",
"1400000US36061005501","Census Tract 55.01; New York County; New York","5581","736",
"1400000US36061005502","Census Tract 55.02; New York County; New York","1933","234",
"1400000US36061005600","Census Tract 56; New York County; New York","4071","663",
"1400000US36061005700","Census Tract 57; New York County; New York","2865","571",
"1400000US36061005800","Census Tract 58; New York County; New York","4412","656",
"1400000US36061005900","Census Tract 59; New York County; New York","5098","776",
"1400000US36061006000","Census Tract 60; New York County; New York","5279","820",
"1400000US36061006100","Census Tract 61; New York County; New York","4970","599",
"1400000US36061006200","Census Tract 62; New York County; New York","4303","624",
"1400000US36061006300","Census Tract 63; New York County; New York","5843","901",
"1400000US36061006400","Census Tract 64; New York County; New York","7939","974",
"1400000US36061006500","Census Tract 65; New York County; New York","5227","651",
"1400000US36061006600","Census Tract 66; New York County; New York","11510","1825",
"1400000US36061006700","Census Tract 67; New York County; New York","4928","812",
"1400000US36061006800","Census Tract 68; New York County; New York","7144","951",
"1400000US36061006900","Census Tract 69; New York County; New York","2570","311",
"1400000US36061007001","Census Tract 70.01; New York County; New York","4195","1259",
"1400000US36061007002","Census Tract 70.02; New York County; New York","3676","538",
"1400000US36061007100","Census Tract 71; New York County; New York","5364","903",
"1400000US36061007200","Census Tract 72; New York County; New York","7224","1051",
"1400000US36061007300","Census Tract 73; New York County; New York","5744","835",
"1400000US36061007400","Census Tract 74; New York County; New York","5257","658",
"1400000US36061007500","Census Tract 75; New York County; New York","3814","533",
"1400000US36061007600","Census Tract 76; New York County; New York","2455","419",
"1400000US36061007700","Census Tract 77; New York County; New York","5584","661",
"1400000US36061007800","Census Tract 78; New York County; New York","8412","1238",
"1400000US36061007900","Census Tract 79; New York County; New York","4514","765",
"1400000US36061008000","Census Tract 80; New York County; New York","5292","635",
"1400000US36061008100","Census Tract 81; New York County; New York","6331","1173",
"1400000US36061008200","Census Tract 82; New York County; New York","3346","872",
"1400000US36061008300","Census Tract 83; New York County; New York","3629","574",
"1400000US36061008400","Census Tract 84; New York County; New York","1660","394",
"1400000US36061008601","Census Tract 86.01; New York County; New York","3197","559",
"1400000US36061008602","Census Tract 86.02; New York County; New York","0","13",
"1400000US36061008603","Census Tract 86.03; New York County; New York","5188","1019",
"1400000US36061008700","Census Tract 87; New York County; New York","5712","816",
"1400000US36061008800","Census Tract 88; New York County; New York","7096","1093",
"1400000US36061008900","Census Tract 89; New York County; New York","5849","689",
"1400000US36061009000","Census Tract 90; New York County; New York","7308","1112",
"1400000US36061009100","Census Tract 91; New York County; New York","6445","829",
"1400000US36061009200","Census Tract 92; New York County; New York","1408","265",
"1400000US36061009300","Census Tract 93; New York County; New York","9699","1139",
"1400000US36061009400","Census Tract 94; New York County; New York","77","42",
"1400000US36061009500","Census Tract 95; New York County; New York","3482","459",
"1400000US36061009600","Census Tract 96; New York County; New York","474","72",
"1400000US36061009700","Census Tract 97; New York County; New York","4477","545",
"1400000US36061009800","Census Tract 98; New York County; New York","8389","1269",
"1400000US36061009901","Census Tract 99.01; New York County; New York","1884","534",
"1400000US36061009902","Census Tract 99.02; New York County; New York","3890","537",
"1400000US36061009903","Census Tract 99.03; New York County; New York","1061","160",
"1400000US36061010000","Census Tract 100; New York County; New York","1651","421",
"1400000US36061010100","Census Tract 101; New York County; New York","1923","285",
"1400000US36061010200","Census Tract 102; New York County; New York","244","149",
"1400000US36061010300","Census Tract 103; New York County; New York","3083","580",
"1400000US36061010400","Census Tract 104; New York County; New York","960","219",
"1400000US36061010601","Census Tract 106.01; New York County; New York","7562","1436",
"1400000US36061010602","Census Tract 106.02; New York County; New York","5006","570",
"1400000US36061010801","Census Tract 108.01; New York County; New York","3476","527",
"1400000US36061010802","Census Tract 108.02; New York County; New York","4094","1410",
"1400000US36061010803","Census Tract 108.03; New York County; New York","1840","374",
"1400000US36061010900","Census Tract 109; New York County; New York","200","39",
"1400000US36061011000","Census Tract 110; New York County; New York","6955","1215",
"1400000US36061011100","Census Tract 111; New York County; New York","4767","606",
"1400000US36061011201","Census Tract 112.01; New York County; New York","950","170",
"1400000US36061011202","Census Tract 112.02; New York County; New York","520","126",
"1400000US36061011203","Census Tract 112.03; New York County; New York","1053","199",
"1400000US36061011300","Census Tract 113; New York County; New York","122","22",
"1400000US36061011401","Census Tract 114.01; New York County; New York","1138","271",
"1400000US36061011402","Census Tract 114.02; New York County; New York","2283","538",
"1400000US36061011500","Census Tract 115; New York County; New York","3929","707",
"1400000US36061011600","Census Tract 116; New York County; New York","3346","652",
"1400000US36061011700","Census Tract 117; New York County; New York","5051","783",
"1400000US36061011800","Census Tract 118; New York County; New York","9462","1230",
"1400000US36061011900","Census Tract 119; New York County; New York","1174","167",
"1400000US36061012000","Census Tract 120; New York County; New York","3199","582",
"1400000US36061012101","Census Tract 121.01; New York County; New York","3110","681",
"1400000US36061012102","Census Tract 121.02; New York County; New York","4850","753",
"1400000US36061012200","Census Tract 122; New York County; New York","3008","738",
"1400000US36061012400","Census Tract 124; New York County; New York","9788","1150",
"1400000US36061012500","Census Tract 125; New York County; New York","2635","419",
"1400000US36061012601","Census Tract 126.01; New York County; New York","7288","1581",
"1400000US36061012602","Census Tract 126.02; New York County; New York","4550","1050",
"1400000US36061012700","Census Tract 127; New York County; New York","6786","1032",
"1400000US36061012800","Census Tract 128; New York County; New York","4914","950",
"1400000US36061012901","Census Tract 129.01; New York County; New York","7091","1015",
"1400000US36061012902","Census Tract 129.02; New York County; New York","2647","417",
"1400000US36061013000","Census Tract 130; New York County; New York","3272","643",
"1400000US36061013100","Census Tract 131; New York County; New York","3235","333",
"1400000US36061013201","Census Tract 132.01; New York County; New York","2316","511",
"1400000US36061013202","Census Tract 132.02; New York County; New York","3649","711",
"1400000US36061013203","Census Tract 132.03; New York County; New York","4291","953",
"1400000US36061013300","Census Tract 133; New York County; New York","6510","847",
"1400000US36061013400","Census Tract 134; New York County; New York","10647","1388",
"1400000US36061013501","Census Tract 135.01; New York County; New York","5154","716",
"1400000US36061013502","Census Tract 135.02; New York County; New York","5828","908",
"1400000US36061013601","Census Tract 136.01; New York County; New York","1711","436",
"1400000US36061013602","Census Tract 136.02; New York County; New York","6244","2033",
"1400000US36061013603","Census Tract 136.03; New York County; New York","4426","749",
"1400000US36061013604","Census Tract 136.04; New York County; New York","3488","550",
"1400000US36061013700","Census Tract 137; New York County; New York","6352","1018",
"1400000US36061013800","Census Tract 138; New York County; New York","11868","2108",
"1400000US36061013900","Census Tract 139; New York County; New York","9316","1553",
"1400000US36061014000","Census Tract 140; New York County; New York","7932","948",
"1400000US36061014200","Census Tract 142; New York County; New York","4092","795",
"1400000US36061014300","Census Tract 143; New York County; New York","0","13",
"1400000US36061014401","Census Tract 144.01; New York County; New York","4718","787",
"1400000US36061014402","Census Tract 144.02; New York County; New York","7257","939",
"1400000US36061014500","Census Tract 145; New York County; New York","6857","974",
"1400000US36061014601","Census Tract 146.01; New York County; New York","3621","608",
"1400000US36061014602","Census Tract 146.02; New York County; New York","8543","934",
"1400000US36061014700","Census Tract 147; New York County; New York","3044","696",
"1400000US36061014801","Census Tract 148.01; New York County; New York","2858","586",
"1400000US36061014802","Census Tract 148.02; New York County; New York","6377","1134",
"1400000US36061014900","Census Tract 149; New York County; New York","5873","772",
"1400000US36061015001","Census Tract 150.01; New York County; New York","2018","329",
"1400000US36061015002","Census Tract 150.02; New York County; New York","4558","536",
"1400000US36061015101","Census Tract 151.01; New York County; New York","2860","656",
"1400000US36061015102","Census Tract 151.02; New York County; New York","8963","1476",
"1400000US36061015200","Census Tract 152; New York County; New York","8240","957",
"1400000US36061015301","Census Tract 153.01; New York County; New York","4698","878",
"1400000US36061015302","Census Tract 153.02; New York County; New York","5570","777",
"1400000US36061015401","Census Tract 154.01; New York County; New York","4986","1086",
"1400000US36061015402","Census Tract 154.02; New York County; New York","3841","1193",
"1400000US36061015403","Census Tract 154.03; New York County; New York","5015","999",
"1400000US36061015501","Census Tract 155.01; New York County; New York","5057","1291",
"1400000US36061015502","Census Tract 155.02; New York County; New York","5475","972",
"1400000US36061015601","Census Tract 156.01; New York County; New York","4992","654",
"1400000US36061015602","Census Tract 156.02; New York County; New York","2139","394",
"1400000US36061015700","Census Tract 157; New York County; New York","10613","1482",
"1400000US36061015801","Census Tract 158.01; New York County; New York","5384","558",
"1400000US36061015802","Census Tract 158.02; New York County; New York","4397","575",
"1400000US36061015900","Census Tract 159; New York County; New York","9202","1468",
"1400000US36061016001","Census Tract 160.01; New York County; New York","3029","477",
"1400000US36061016002","Census Tract 160.02; New York County; New York","3133","813",
"1400000US36061016100","Census Tract 161; New York County; New York","6177","819",
"1400000US36061016200","Census Tract 162; New York County; New York","8862","1432",
"1400000US36061016300","Census Tract 163; New York County; New York","7013","1579",
"1400000US36061016400","Census Tract 164; New York County; New York","7850","1165",
"1400000US36061016500","Census Tract 165; New York County; New York","7253","813",
"1400000US36061016600","Census Tract 166; New York County; New York","6011","824",
"1400000US36061016700","Census Tract 167; New York County; New York","7504","973",
"1400000US36061016800","Census Tract 168; New York County; New York","4755","570",
"1400000US36061016900","Census Tract 169; New York County; New York","8202","951",
"1400000US36061017000","Census Tract 170; New York County; New York","8746","1414",
"1400000US36061017100","Census Tract 171; New York County; New York","8327","1724",
"1400000US36061017200","Census Tract 172; New York County; New York","4967","1275",
"1400000US36061017300","Census Tract 173; New York County; New York","8764","1166",
"1400000US36061017401","Census Tract 174.01; New York County; New York","5218","922",
"1400000US36061017402","Census Tract 174.02; New York County; New York","2529","490",
"1400000US36061017500","Census Tract 175; New York County; New York","10151","1775",
"1400000US36061017700","Census Tract 177; New York County; New York","9586","2509",
"1400000US36061017800","Census Tract 178; New York County; New York","4050","658",
"1400000US36061017900","Census Tract 179; New York County; New York","9319","2045",
"1400000US36061018000","Census Tract 180; New York County; New York","6621","1023",
"1400000US36061018100","Census Tract 181; New York County; New York","8339","1259",
"1400000US36061018200","Census Tract 182; New York County; New York","7175","978",
"1400000US36061018300","Census Tract 183; New York County; New York","8493","1356",
"1400000US36061018400","Census Tract 184; New York County; New York","7818","1180",
"1400000US36061018500","Census Tract 185; New York County; New York","4950","718",
"1400000US36061018600","Census Tract 186; New York County; New York","6009","1134",
"1400000US36061018700","Census Tract 187; New York County; New York","10321","2472",
"1400000US36061018800","Census Tract 188; New York County; New York","5071","860",
"1400000US36061018900","Census Tract 189; New York County; New York","10371","1233",
"1400000US36061019000","Census Tract 190; New York County; New York","3849","405",
"1400000US36061019100","Census Tract 191; New York County; New York","8670","1178",
"1400000US36061019200","Census Tract 192; New York County; New York","4365","691",
"1400000US36061019300","Census Tract 193; New York County; New York","9652","1668",
"1400000US36061019400","Census Tract 194; New York County; New York","6487","694",
"1400000US36061019500","Census Tract 195; New York County; New York","7457","865",
"1400000US36061019600","Census Tract 196; New York County; New York","4067","590",
"1400000US36061019701","Census Tract 197.01; New York County; New York","999","107",
"1400000US36061019702","Census Tract 197.02; New York County; New York","2660","564",
"1400000US36061019800","Census Tract 198; New York County; New York","2534","623",
"1400000US36061019900","Census Tract 199; New York County; New York","9013","1015",
"1400000US36061020000","Census Tract 200; New York County; New York","2954","459",
"1400000US36061020101","Census Tract 201.01; New York County; New York","1976","122",
"1400000US36061020102","Census Tract 201.02; New York County; New York","4045","632",
"1400000US36061020300","Census Tract 203; New York County; New York","3930","230",
"1400000US36061020500","Census Tract 205; New York County; New York","5606","418",
"1400000US36061020600","Census Tract 206; New York County; New York","3411","573",
"1400000US36061020701","Census Tract 207.01; New York County; New York","2856","345",
"1400000US36061020800","Census Tract 208; New York County; New York","5573","1075",
"1400000US36061020901","Census Tract 209.01; New York County; New York","3382","625",
"1400000US36061021000","Census Tract 210; New York County; New York","6324","1007",
"1400000US36061021100","Census Tract 211; New York County; New York","10222","1447",
"1400000US36061021200","Census Tract 212; New York County; New York","4905","666",
"1400000US36061021303","Census Tract 213.03; New York County; New York","6381","955",
"1400000US36061021400","Census Tract 214; New York County; New York","2902","364",
"1400000US36061021500","Census Tract 215; New York County; New York","4054","557",
"1400000US36061021600","Census Tract 216; New York County; New York","9151","1062",
"1400000US36061021703","Census Tract 217.03; New York County; New York","211","7",
"1400000US36061021800","Census Tract 218; New York County; New York","5931","1015",
"1400000US36061021900","Census Tract 219; New York County; New York","5400","1126",
"1400000US36061022000","Census Tract 220; New York County; New York","6102","1040",
"1400000US36061022102","Census Tract 221.02; New York County; New York","2365","429",
"1400000US36061022200","Census Tract 222; New York County; New York","3501","444",
"1400000US36061022301","Census Tract 223.01; New York County; New York","7270","1021",
"1400000US36061022302","Census Tract 223.02; New York County; New York","2998","447",
"1400000US36061022400","Census Tract 224; New York County; New York","6931","1352",
"1400000US36061022500","Census Tract 225; New York County; New York","10605","1532",
"1400000US36061022600","Census Tract 226; New York County; New York","5052","762",
"1400000US36061022700","Census Tract 227; New York County; New York","5694","871",
"1400000US36061022800","Census Tract 228; New York County; New York","6548","1062",
"1400000US36061022900","Census Tract 229; New York County; New York","8471","1194",
"1400000US36061023000","Census Tract 230; New York County; New York","9357","918",
"1400000US36061023100","Census Tract 231; New York County; New York","6824","1428",
"1400000US36061023200","Census Tract 232; New York County; New York","9279","1271",
"1400000US36061023300","Census Tract 233; New York County; New York","7181","1118",
"1400000US36061023400","Census Tract 234; New York County; New York","5244","824",
"1400000US36061023501","Census Tract 235.01; New York County; New York","7177","1167",
"1400000US36061023502","Census Tract 235.02; New York County; New York","1872","331",
"1400000US36061023600","Census Tract 236; New York County; New York","10061","1274",
"1400000US36061023700","Census Tract 237; New York County; New York","6578","826",
"1400000US36061023802","Census Tract 238.02; New York County; New York","5094","717",
"1400000US36061023803","Census Tract 238.03; New York County; New York","3514","478",
"1400000US36061023804","Census Tract 238.04; New York County; New York","3390","546",
"1400000US36061023900","Census Tract 239; New York County; New York","2992","437",
"1400000US36061024000","Census Tract 240; New York County; New York","2366","59",
"1400000US36061024100","Census Tract 241; New York County; New York","8068","1116",
"1400000US36061024200","Census Tract 242; New York County; New York","5603","779",
"1400000US36061024301","Census Tract 243.01; New York County; New York","4596","855",
"1400000US36061024302","Census Tract 243.02; New York County; New York","7234","919",
"1400000US36061024500","Census Tract 245; New York County; New York","13985","1553",
"1400000US36061024700","Census Tract 247; New York County; New York","6135","1033",
"1400000US36061024900","Census Tract 249; New York County; New York","1061","217",
"1400000US36061025100","Census Tract 251; New York County; New York","2698","392",
"1400000US36061025300","Census Tract 253; New York County; New York","10195","1582",
"1400000US36061025500","Census Tract 255; New York County; New York","5474","954",
"1400000US36061025700","Census Tract 257; New York County; New York","4601","605",
"1400000US36061025900","Census Tract 259; New York County; New York","4713","476",
"1400000US36061026100","Census Tract 261; New York County; New York","11613","1735",
"1400000US36061026300","Census Tract 263; New York County; New York","7997","1280",
"1400000US36061026500","Census Tract 265; New York County; New York","8036","1279",
"1400000US36061026700","Census Tract 267; New York County; New York","2053","202",
"1400000US36061026900","Census Tract 269; New York County; New York","7676","1408",
"1400000US36061027100","Census Tract 271; New York County; New York","7583","1138",
"1400000US36061027300","Census Tract 273; New York County; New York","7317","922",
"1400000US36061027500","Census Tract 275; New York County; New York","3089","627",
"1400000US36061027700","Census Tract 277; New York County; New York","6698","1273",
"1400000US36061027900","Census Tract 279; New York County; New York","10035","1285",
"1400000US36061028100","Census Tract 281; New York County; New York","3222","356",
"1400000US36061028300","Census Tract 283; New York County; New York","8132","1527",
"1400000US36061028500","Census Tract 285; New York County; New York","7712","1322",
"1400000US36061028700","Census Tract 287; New York County; New York","4001","606",
"1400000US36061029100","Census Tract 291; New York County; New York","10831","1390",
"1400000US36061029300","Census Tract 293; New York County; New York","8677","1698",
"1400000US36061029500","Census Tract 295; New York County; New York","7542","1016",
"1400000US36061029700","Census Tract 297; New York County; New York","14","3",
"1400000US36061029900","Census Tract 299; New York County; New York","3430","520",
"1400000US36061030300","Census Tract 303; New York County; New York","3823","634",
"1400000US36061030700","Census Tract 307; New York County; New York","3906","552",
"1400000US36061030900","Census Tract 309; New York County; New York","10529","1693",
"1400000US36061031100","Census Tract 311; New York County; New York","0","13",
"1400000US36061031703","Census Tract 317.03; New York County; New York","5960","851",
"1400000US36061031704","Census Tract 317.04; New York County; New York","10147","1490",
"1400000US36061031900","Census Tract 319; New York County; New York","0","13",
"1400000US36081000101","Census Tract 1.01; Queens County; New York","4600","846",
"1400000US36081000102","Census Tract 1.02; Queens County; New York","6324","907",
"1400000US36081000103","Census Tract 1.03; Queens County; New York","31","50",
"1400000US36081000104","Census Tract 1.04; Queens County; New York","303","105",
"1400000US36081000200","Census Tract 2; Queens County; New York","2344","465",
"1400000US36081000400","Census Tract 4; Queens County; New York","4684","923",
"1400000US36081000600","Census Tract 6; Queens County; New York","3888","757",
"1400000US36081000701","Census Tract 7.01; Queens County; New York","3559","478",
"1400000US36081000702","Census Tract 7.02; Queens County; New York","4131","668",
"1400000US36081000800","Census Tract 8; Queens County; New York","3617","501",
"1400000US36081001000","Census Tract 10; Queens County; New York","4899","877",
"1400000US36081001200","Census Tract 12; Queens County; New York","4596","798",
"1400000US36081001400","Census Tract 14; Queens County; New York","3966","896",
"1400000US36081001600","Census Tract 16; Queens County; New York","2501","540",
"1400000US36081001800","Census Tract 18; Queens County; New York","2865","687",
"1400000US36081001901","Census Tract 19.01; Queens County; New York","1974","599",
"1400000US36081001902","Census Tract 19.02; Queens County; New York","6099","738",
"1400000US36081001903","Census Tract 19.03; Queens County; New York","1409","275",
"1400000US36081002000","Census Tract 20; Queens County; New York","1609","301",
"1400000US36081002200","Census Tract 22; Queens County; New York","2324","397",
"1400000US36081002400","Census Tract 24; Queens County; New York","2185","558",
"1400000US36081002500","Census Tract 25; Queens County; New York","6032","966",
"1400000US36081002600","Census Tract 26; Queens County; New York","2218","497",
"1400000US36081002800","Census Tract 28; Queens County; New York","3160","500",
"1400000US36081003000","Census Tract 30; Queens County; New York","1497","509",
"1400000US36081003100","Census Tract 31; Queens County; New York","1663","201",
"1400000US36081003200","Census Tract 32; Queens County; New York","1835","396",
"1400000US36081003301","Census Tract 33.01; Queens County; New York","3303","536",
"1400000US36081003302","Census Tract 33.02; Queens County; New York","918","219",
"1400000US36081003400","Census Tract 34; Queens County; New York","2600","379",
"1400000US36081003600","Census Tract 36; Queens County; New York","3448","661",
"1400000US36081003700","Census Tract 37; Queens County; New York","0","13",
"1400000US36081003800","Census Tract 38; Queens County; New York","2255","417",
"1400000US36081003900","Census Tract 39; Queens County; New York","1474","344",
"1400000US36081004001","Census Tract 40.01; Queens County; New York","2152","329",
"1400000US36081004002","Census Tract 40.02; Queens County; New York","1654","627",
"1400000US36081004200","Census Tract 42; Queens County; New York","4414","783",
"1400000US36081004300","Census Tract 43; Queens County; New York","1912","400",
"1400000US36081004401","Census Tract 44.01; Queens County; New York","3595","472",
"1400000US36081004500","Census Tract 45; Queens County; New York","2750","441",
"1400000US36081004700","Census Tract 47; Queens County; New York","4254","745",
"1400000US36081005000","Census Tract 50; Queens County; New York","0","13",
"1400000US36081005100","Census Tract 51; Queens County; New York","2262","458",
"1400000US36081005200","Census Tract 52; Queens County; New York","2671","568",
"1400000US36081005300","Census Tract 53; Queens County; New York","5509","838",
"1400000US36081005400","Census Tract 54; Queens County; New York","5363","773",
"1400000US36081005500","Census Tract 55; Queens County; New York","1375","293",
"1400000US36081005700","Census Tract 57; Queens County; New York","4077","641",
"1400000US36081005800","Census Tract 58; Queens County; New York","6012","996",
"1400000US36081005900","Census Tract 59; Queens County; New York","4123","768",
"1400000US36081006100","Census Tract 61; Queens County; New York","5186","716",
"1400000US36081006201","Census Tract 62.01; Queens County; New York","6134","1188",
"1400000US36081006202","Census Tract 62.02; Queens County; New York","6830","1167",
"1400000US36081006300","Census Tract 63; Queens County; New York","6052","897",
"1400000US36081006501","Census Tract 65.01; Queens County; New York","3059","489",
"1400000US36081006502","Census Tract 65.02; Queens County; New York","3853","603",
"1400000US36081006900","Census Tract 69; Queens County; New York","4531","736",
"1400000US36081007100","Census Tract 71; Queens County; New York","3298","379",
"1400000US36081007300","Census Tract 73; Queens County; New York","3594","444",
"1400000US36081007500","Census Tract 75; Queens County; New York","4619","779",
"1400000US36081007700","Census Tract 77; Queens County; New York","1935","307",
"1400000US36081007900","Census Tract 79; Queens County; New York","2683","471",
"1400000US36081008100","Census Tract 81; Queens County; New York","1301","249",
"1400000US36081008300","Census Tract 83; Queens County; New York","2534","450",
"1400000US36081008500","Census Tract 85; Queens County; New York","1554","361",
"1400000US36081008600","Census Tract 86; Queens County; New York","3068","501",
"1400000US36081008700","Census Tract 87; Queens County; New York","3299","669",
"1400000US36081008800","Census Tract 88; Queens County; New York","3624","474",
"1400000US36081009100","Census Tract 91; Queens County; New York","1790","342",
"1400000US36081009400","Census Tract 94; Queens County; New York","2874","597",
"1400000US36081009500","Census Tract 95; Queens County; New York","2057","267",
"1400000US36081009600","Census Tract 96; Queens County; New York","3308","669",
"1400000US36081009700","Census Tract 97; Queens County; New York","3820","531",
"1400000US36081009800","Census Tract 98; Queens County; New York","2358","425",
"1400000US36081009900","Census Tract 99; Queens County; New York","0","13",
"1400000US36081010000","Census Tract 100; Queens County; New York","3184","751",
"1400000US36081010100","Census Tract 101; Queens County; New York","2611","618",
"1400000US36081010200","Census Tract 102; Queens County; New York","2837","520",
"1400000US36081010300","Census Tract 103; Queens County; New York","4288","631",
"1400000US36081010400","Census Tract 104; Queens County; New York","3455","668",
"1400000US36081010500","Census Tract 105; Queens County; New York","4930","736",
"1400000US36081010600","Census Tract 106; Queens County; New York","2998","628",
"1400000US36081010701","Census Tract 107.01; Queens County; New York","0","13",
"1400000US36081010800","Census Tract 108; Queens County; New York","3255","570",
"1400000US36081011000","Census Tract 110; Queens County; New York","2951","597",
"1400000US36081011100","Census Tract 111; Queens County; New York","2995","447",
"1400000US36081011200","Census Tract 112; Queens County; New York","2505","475",
"1400000US36081011300","Census Tract 113; Queens County; New York","4627","558",
"1400000US36081011400","Census Tract 114; Queens County; New York","2368","642",
"1400000US36081011500","Census Tract 115; Queens County; New York","2369","481",
"1400000US36081011600","Census Tract 116; Queens County; New York","2069","352",
"1400000US36081011700","Census Tract 117; Queens County; New York","4268","751",
"1400000US36081011800","Census Tract 118; Queens County; New York","2551","501",
"1400000US36081011900","Census Tract 119; Queens County; New York","1648","382",
"1400000US36081012000","Census Tract 120; Queens County; New York","2453","611",
"1400000US36081012100","Census Tract 121; Queens County; New York","2013","349",
"1400000US36081012200","Census Tract 122; Queens County; New York","2894","840",
"1400000US36081012301","Census Tract 123.01; Queens County; New York","3063","669",
"1400000US36081012400","Census Tract 124; Queens County; New York","3139","649",
"1400000US36081012500","Census Tract 125; Queens County; New York","1463","262",
"1400000US36081012601","Census Tract 126.01; Queens County; New York","2676","609",
"1400000US36081012602","Census Tract 126.02; Queens County; New York","2413","436",
"1400000US36081012800","Census Tract 128; Queens County; New York","2411","557",
"1400000US36081013000","Census Tract 130; Queens County; New York","1862","307",
"1400000US36081013200","Census Tract 132; Queens County; New York","1996","320",
"1400000US36081013400","Census Tract 134; Queens County; New York","5778","1097",
"1400000US36081013500","Census Tract 135; Queens County; New York","1014","334",
"1400000US36081013600","Census Tract 136; Queens County; New York","2102","346",
"1400000US36081013700","Census Tract 137; Queens County; New York","1959","238",
"1400000US36081013800","Census Tract 138; Queens County; New York","3923","803",
"1400000US36081014000","Census Tract 140; Queens County; New York","4096","1114",
"1400000US36081014100","Census Tract 141; Queens County; New York","1552","346",
"1400000US36081014201","Census Tract 142.01; Queens County; New York","4549","1203",
"1400000US36081014202","Census Tract 142.02; Queens County; New York","2877","385",
"1400000US36081014300","Census Tract 143; Queens County; New York","3868","472",
"1400000US36081014400","Census Tract 144; Queens County; New York","1633","416",
"1400000US36081014500","Census Tract 145; Queens County; New York","2406","458",
"1400000US36081014700","Census Tract 147; Queens County; New York","3221","442",
"1400000US36081014800","Census Tract 148; Queens County; New York","1803","370",
"1400000US36081014900","Census Tract 149; Queens County; New York","2315","470",
"1400000US36081015000","Census Tract 150; Queens County; New York","2462","658",
"1400000US36081015100","Census Tract 151; Queens County; New York","2706","404",
"1400000US36081015200","Census Tract 152; Queens County; New York","2670","475",
"1400000US36081015300","Census Tract 153; Queens County; New York","1834","300",
"1400000US36081015400","Census Tract 154; Queens County; New York","2016","414",
"1400000US36081015500","Census Tract 155; Queens County; New York","2015","596",
"1400000US36081015600","Census Tract 156; Queens County; New York","3267","547",
"1400000US36081015700","Census Tract 157; Queens County; New York","1786","305",
"1400000US36081015801","Census Tract 158.01; Queens County; New York","3628","702",
"1400000US36081015802","Census Tract 158.02; Queens County; New York","5263","1003",
"1400000US36081015900","Census Tract 159; Queens County; New York","3535","542",
"1400000US36081016100","Census Tract 161; Queens County; New York","2253","374",
"1400000US36081016300","Census Tract 163; Queens County; New York","3998","645",
"1400000US36081016400","Census Tract 164; Queens County; New York","3281","797",
"1400000US36081016600","Census Tract 166; Queens County; New York","4140","729",
"1400000US36081016800","Census Tract 168; Queens County; New York","3148","561",
"1400000US36081016900","Census Tract 169; Queens County; New York","5387","705",
"1400000US36081017000","Census Tract 170; Queens County; New York","2527","565",
"1400000US36081017101","Census Tract 171.01; Queens County; New York","0","13",
"1400000US36081017102","Census Tract 171.02; Queens County; New York","44","7",
"1400000US36081017200","Census Tract 172; Queens County; New York","1790","423",
"1400000US36081017400","Census Tract 174; Queens County; New York","2804","389",
"1400000US36081017600","Census Tract 176; Queens County; New York","2305","353",
"1400000US36081017800","Census Tract 178; Queens County; New York","2146","390",
